Name	Article Title	Title	Author(s)	Year	Citation	Keywords	Item Type	Path
JClinMicro_2002_v40_pp2387_2391_Jackson_et_al_HIV_HCV_sensitivity.pdf	Sensitivity of the Procleix HIV-1/HCV Assay for Detection of Human Immunodeficiency Virus Type 1 and Hepatitis C Virus RNA in a High-Risk Population	Sensitivity of the Procleix HIV-1/HCV Assay for Detection of Human Immunodeficiency Virus Type 1 and Hepatitis C Virus RNA in a High-Risk Population	"Jackson, J.B., Smith, K., Knott, C., Korpela, A., Simmons, A., Piwowar-Manning, E., McDonough, S., Mimms, L. & Vargo, J.M.*"	2002	"Journal of Clinical Microbiology 2002, 40, 2387–2391"		Item	sites/articleArch/Shared Documents
JClinMicro_2002_v40_pp2408_2419_Giachetti_et_al_HIV_HCV_multiplex.pdf	Highly Sensitive Multiplex Assay for Detection of Human Immunodeficiency Virus Type 1 and Hepatitis C Virus RNA	Highly Sensitive Multiplex Assay for Detection of Human Immunodeficiency Virus Type 1 and Hepatitis C Virus RNA	"Giachetti, C.,* Linnen, J.M., Kolk, D.P., Dockter, J., Gillotte-Taylor, K., Park, M., Ho-Sing-Loy, M., McCormick, M.K., Mimms, L.T. & McDonough, S.H."	2002	"Journal of Clinical Microbiology 2002, 40, 2408–2419"		Item	sites/articleArch/Shared Documents
JClinMicro_2002_v40_pp3929_3937_Panteleeff_et_al_HIV1_viral_load.pdf	Validation of Performance of the Gen-Probe Human Immunodeficiency Virus Type 1 Viral Load Assay with Genital Swabs and Breast Milk Samples 	Validation of Performance of the Gen-Probe Human Immunodeficiency Virus Type 1 Viral Load Assay with Genital Swabs and Breast Milk Samples	"Panteleeff, D.D., Emery, S., Richardson, B.A., Rousseau, C., Benki, S., Bodrug, S., Kreiss, J.K. & Overbaugh, J.*"	2002	"Journal of Clinical Microbiology 2002, 40, 3929–3937"		Item	sites/articleArch/Shared Documents
JClinMicro_2003_41_310_317_Gorrin_et_al_HCV_qual_assay.pdf	Performance Evaluation of the VERSANT HCV RNA Qualitative Assay by Using Transcription-Mediated Amplification	Performance Evaluation of the VERSANT HCV RNA Qualitative Assay by Using Transcription-Mediated Amplification	"Gorrin, G., Friesenhahn, M., Lin, P., Sanders, M., Pollner, R., Eguchi, B., Pham, J., Roma, G., Spidle, J., Nicol, S., Wong, C., Bhade, S. & Comanor, L.*"	2003	"Journal of Clinical Microbiology 2003, 41, 310-317"		Item	sites/articleArch/Shared Documents
JClinMicro_2003_v41_pp1266_1269_Marlowe_et_al_BacT_Alert_Nonvent.pdf	Conventional and Molecular Methods for Verification of Results Obtained with BacT/Alert Nonvent Blood Culture Bottles	Conventional and Molecular Methods for Verification of Results Obtained with BacT/Alert Nonvent Blood Culture Bottles	"Marlowe, E.M.,* Gibson, L., Hogan, J., Kaplan, S. & Bruckner, D.A."	2003	"Journal of Clinical Microbiology 2003, 41, 1266–1269"		Item	sites/articleArch/Shared Documents
JClinMicro_2003_v41_pp5127_5133_Marlowe_et_al_ProbeMatrix.pdf	Application of an rRNA Probe Matrix for Rapid Identification of Bacteria and Fungi from Routine Blood Cultures	Application of an rRNA Probe Matrix for Rapid Identification of Bacteria and Fungi from Routine Blood Cultures	"Marlowe, E.M.,* Hogan, J.J., Hindler, J.F., Andruszkiewicz, I., Gordon, P. & Bruckner, D.A."	2003	"Journal of Clinical Microbiology 2003, 41, 5127–5133"		Item	sites/articleArch/Shared Documents
JClinMicro_2004_v42_pp3089_3093_Boyadzhyan_et_al_comparison_APTIMA_assays.pdf	"Comparison of the APTIMA CT and GC Assays with the APTIMA Combo 2 Assay, the Abbott LCx Assay, and Direct Fluorescent-Antibody and Culture Assays for Detection of Chlamydia trachomatis and Neisseria gonorrhoeae "	"Comparison of the APTIMA CT and GC Assays with the APTIMA Combo 2 Assay, the Abbott LCx Assay, and Direct Fluorescent-Antibody and Culture Assays for Detection of Chlamydia trachomatis and Neisseria gonorrhoeae"	"Boyadzhyan, B.,* Yashina, T., Yatabe, J.H., Patnaik, M. & Hill, C.S."	2004	"Journal of Clinical Microbiology 2004, 42, 3089–3093"		Item	sites/articleArch/Shared Documents
JClinMicro_2005_43_3438_3442_Kaplan_et_al_Sau_mecA.pdf	Sensitivity and Specificity of a Rapid rRNA Gene Probe Assay for Simultaneous Identification of Staphylococcus aureus and Detection of mecA	Sensitivity and Specificity of a Rapid rRNA Gene Probe Assay for Simultaneous Identification of Staphylococcus aureus and Detection of mecA	"Kaplan, S., Marlowe, E.M.,* Hogan, J.J., Doymaz, M., Bruckner, D.A. & Simor, A.E."	2005	"Journal of Clinical Microbiology 2005, 43, 3438-3442"		Item	sites/articleArch/Shared Documents
JClinMicro_2006_44_3306_3312_Wroblewski_et_al_Mycoplasma_detection.pdf	Comparison of Transcription-Mediated Amplification and PCR Assay Results for Various Genital Specimen Types for Detection of Mycoplasma genitalium	Comparison of Transcription-Mediated Amplification and PCR Assay Results for Various Genital Specimen Types for Detection of Mycoplasma genitalium	"Wroblewski, J.K.H., Manhart, L.E., Dickey, K.A., Hudspeth, M.K. & Totten, P.A.*"	2006	"Journal of Clinical Microbiology 2006, 44, 3306-3312"		Item	sites/articleArch/Shared Documents
JClinMicro_2009_47_833_836_Nugent_et_al_qual_HIV1_assay.pdf	Evaluation of a Highly Sensitive Qualitative Human Immunodeficiency Virus Type 1 (HIV-1) RNA Assay for Detection of HIV-1 Suppression	Evaluation of a Highly Sensitive Qualitative Human Immunodeficiency Virus Type 1 (HIV-1) RNA Assay for Detection of HIV-1 Suppression	"Nugent, C.T.,* Nodelman, V., Giachetti, C., Richman, D.D. & Looney, D.J."	2009	"Journal of Clinical Microbiology 2009, 47, 833-836"		Item	sites/articleArch/Shared Documents
JClinMicro_2012_v50_pp2601_2608_Ginocchio_et_al_Trich_vag_coinfection_prevalence.pdf	Prevalence of Trichomonas vaginalis and Coinfection with Chlamydia trachomatis and Neisseria gonorrhoeae in the United States as Determined by the Aptima Trichomonas vaginalis Nucleic Acid Amplification Assay	Prevalence of Trichomonas vaginalis and Coinfection with Chlamydia trachomatis and Neisseria gonorrhoeae in the United States as Determined by the Aptima Trichomonas vaginalis Nucleic Acid Amplification Assay	"Ginocchio, C.C.,* Chapin, K., Smith, J.S., Aslanzadeh, J., Snook, J., Hill, C.S. & Gaydos, C.A.
"	2012	"Journal of Clinical Microbiology 2012, 50, 2601-2608"		Item	sites/articleArch/Shared Documents
JClinVirol_2006_35_21_25_deOliveira_et_al_HCV_detection.pdf	Sensitivity of second-generation enzyme immunoassay for detection of hepatitis C virus infection among oncology patients	Sensitivity of second-generation enzyme immunoassay for detection of hepatitis C virus infection among oncology patients	"Macedo de Oliveira, A.,* White, K.L., Beecham, B.D., Leschinsky, D.P.,  Foley,B.P., Dockter, J., Giachetti, C. & Safranek, T.J."	2006	"Journal of Clinical Virology 2006, 35, 21-25"	Hepatitis C virus; Sensitivity; Immunosuppression; Oncology; Chemotherapy	Item	sites/articleArch/Shared Documents
JClinVirol_2006_36_166_176_McCormick_et_al_HIV1_HCV_HBV_assay.pdf	"Evaluation of a new molecular assay for detection of human immunodeficiency virus type 1 RNA, hepatitis C virus RNA, and hepatitis B virus DNA"	"Evaluation of a new molecular assay for detection of human immunodeficiency virus type 1 RNA, hepatitis C virus RNA, and hepatitis B virus DNA"	"McCormick, M.K.,* Dockter, J., Linnen, J.M., Kolk, D., Wu, Y. & Giachetti, C.
"	2006	"Journal of Clinical Virology 2006, 36, 166-176"	HIV-1; HCV; HBV; TMA assay; NAT	Item	sites/articleArch/Shared Documents
JClinVirol_2008_43_32_36_Re_et_al_transaminitis.pdf	Incidence of transaminitis among HIV-infected patients with occult hepatitis B	Incidence of transaminitis among HIV-infected patients with occult hepatitis B	"Lo Re III, V.,? Wertheimer, B., Localio, A.R., Kostman, J.R., Dockter, J., Linnen, J.M., Giachetti, C., Dorey-Stein, Z., Frank, I., Strom, B.L. & Gross, R."	2008	"Journal of Clinical Virology 2008, 43, 32-36"	Occult hepatitis B virus; HIV/hepatitis B virus coinfection; HIV; Transaminitis	Item	sites/articleArch/Shared Documents
JClinVirol_2009_45_S39_S47_Dockter_et_al_APTIMA_HPV.pdf	Analytical characterization of the APTIMA® HPV Assay	Analytical characterization of the APTIMA® HPV Assay	"Dockter, J.,* Schroder, A., Eaton, B., Wang, A., Sikhamsay, N., Morales, L. & Giachetti, C."	2009	"Journal of Clinical Virology 2009, 45, S39-S47"	"HPV, APTIMA® HPV Assay, HPV E6/E7 mRNA, analytical sensitivity, analytical specificity, reproducibility"	Item	sites/articleArch/Shared Documents
JClinVirol_2009_45_S55_S61_Dockter_et_al_APTIMA_HPV.pdf	Clinical performance of the APTIMA® HPV Assay for the detection of high-risk HPV and high-grade cervical lesions	Clinical performance of the APTIMA® HPV Assay for the detection of high-risk HPV and high-grade cervical lesions	"Dockter, J.,* Schroder, A., Hill, C., Guzenski, L., Monsonego, J. & Giachetti, C."	2009	"Journal of Clinical Virology 2009, 45, S55-S61"	"HPV, mRNA, Clinical sensitivity, Clinical specificity"	Item	sites/articleArch/Shared Documents
JClinVirol_2009_vS1_ppS49_S54_Getman_et_al_APTIMA_HPV_assay.pdf	Efficiency of the APTIMA® HPV Assay for detection of HPV RNA and DNA targets	Efficiency of the APTIMA® HPV Assay for detection of HPV RNA and DNA targets	"Getman, D., *, Aiyer, A., Dockter, J., Giachetti, C., Zhang, F. & Ginocchio, C.C."	2009	"Journal of Clinical Virology 2009, 45, S1, S49-S54"	"HPV, Cervical cancer, RNA testing, Molecular diagnostics, APTIMA®, Cytology"	Item	sites/articleArch/Shared Documents
JEnvironMonit_2007_v9_pp424_426_Morgan_et_al_Ent_TMA_test_recreational_waters.pdf	Rapid tests for detection and quantitation of Enterococcus contamination in recreational waters	Rapid tests for detection and quantitation of Enterococcus contamination in recreational waters	"Morgan, R., Morris, C., Livzey, K., Hogan, J., Buttigieg, N., Pollner, R., Kacian, D. & Weeks, I.*"	2007	"Journal of Environmental Monitoring 2007, 9, 424-426"		Item	sites/articleArch/Shared Documents
JEnvironMonit_2008_v10_pp1064_1068_Walkley_et_al_Ent_TMA_test_recreational_waters.pdf	Investigation of transcription-mediated amplification as a rapid test method for Enterococci in recreational water	Investigation of transcription-mediated amplification as a rapid test method for Enterococci in recreational water	"Walkley, N., Moore, D., McGee, C., Kacian, D. & Weeks, I.*"	2008	"Journal of Environmental Monitoring 2008, 10, 1064-1068"		Item	sites/articleArch/Shared Documents
JImmununoassay_1997_18_235_246_Aston_et_al_immunoassay_in_hydrophobic_solvent.pdf	Water Immiscible Solvent Based Immunoassay	Water Immiscible Solvent Based Immunoassay	"Aston, J.P.,* Hitchings, E.J., Ball, R.L., Weeks, I. & Woodhead, J.S."	1997	"Journal of Immunoassay 1997, 18, 235-246"	"Monoclonal antibody, organic solvent, hapten immunoassay"	Item	sites/articleArch/Shared Documents
JInfectDis_2012_v205_pp886_894_Stramer_et_al_influenza_RNA.pdf	Sensitive Detection Assays for Influenza RNA Do Not Reveal Viremia in US Blood Donors	Sensitive Detection Assays for Influenza RNA Do Not Reveal Viremia in US Blood Donors	"Stramer, S.L., Collins, C., Nugent, T., Wang, X., Fuschino, M., Heitman, J.W., Law, J., Krysztof, D.E., Kiely, N., Todd, D., Vermeulen, N.M.J., Harrington, K., Kamel, H., Kelvin, D.J., Busch, M.P., St. George, K., Hewlett, I.K., Linnen, J.M. & Norris, P.J.* for the NHLBI Retrovirus Epidemiology Donor Study-II (REDS-II)"	2012	"The Journal of Infectious Diseases 2012, 205, 886–94"		Item	sites/articleArch/Shared Documents
JMedVirol_2007_v79_pp1422_1430_Linnen_et_al_PROCLEIX_West_Nile_virus_assay_performance.pdf	Performance evaluation of the PROCLEIX West Nile virus assay on semi-automated and automated systems	Performance evaluation of the PROCLEIX West Nile virus assay on semi-automated and automated systems	"Linnen, J.M.,* Deras, M.L., Cline, J., Wu, W., Broulik, A.S., Cory, R.E., Knight, J.L., Cass, M.M., Collins, C.S. & Giachetti, C. "	2007	"Journal of Medical Virology 2007, 79, 1422-1430"	donor blood screening; NAT; TMA	Item	sites/articleArch/Shared Documents
JPhotochemPhotobioA_1991_v56_pp249_254_Batmanghelichs_et_al_MLT_synthesis_of_AEs.pdf	Synthesis and chemiluminescent evaluation of a series of phenyl N-alkylacridinium 9-carboxylates	Synthesis and chemiluminescent evaluation of a series of phenyl N-alkylacridinium 9-carboxylates	"Batmanghelich, S., Woodhead, J.S., Smith, K. & Week, I.*"	1991	"Journal of Photochemistry and Photobiology A:  Chemistry 1991, 56, 249-254"		Item	sites/articleArch/Shared Documents
JPhotochemPhotobioA_2000_v132_pp181_191_Smith_et_al_diBr_AE_syn.pdf	Synthesis and properties of novel chemiluminescent biological probes: substituted 4-(2-succinimidyloxycarbonylethyl)phenyl 10-methylacridinium-9-carboxylate trifluoromethanesulphonate	Synthesis and properties of novel chemiluminescent biological probes: substituted 4-(2-succinimidyloxycarbonylethyl)phenyl 10-methylacridinium-9-carboxylate trifluoromethanesulphonate	"Smith, K.,* Li, Z., Yang, J.-J., Weeks, I. & Woodhead, J.S."	2000	"Journal of Photochemistry and Photobiology A: Chemistry 2000, 132, 181–191"	Acridinium ester; Chemiluminescence; Chemiluminescence immunoassay	Item	sites/articleArch/Shared Documents
JPhotochemPhotobioA_2009_v203_pp72_79_Smith_et_al_alt_linked_AE_syn.pdf	Synthesis and properties of novel chemiluminescent biological probes: 2- and 3-(2-Succinimidyloxycarbonylethyl)phenyl acridinium esters	Synthesis and properties of novel chemiluminescent biological probes: 2- and 3-(2-Succinimidyloxycarbonylethyl)phenyl acridinium esters	"Smith, K.,? Yang, J.-J., Li, Z., Weeks, I. & Woodhead, J.S."	2009	"Journal of Photochemistry and Photobiology A: Chemistry 2009, 203, 72–79"	"Acridinium ester, Chemiluminescence, Chemiluminescence immunoassay"	Item	sites/articleArch/Shared Documents
JPhotochemPhotobiolB_1992_12_193_201_Batmanghelich_et_al_acridinium_imidoester_label.pdf	Preparation of a chemiluminescent imidoester for the non-radioactive labelling of proteins	Preparation of a chemiluminescent imidoester for the non-radioactive labelling of proteins	"Batmanghelich, S., Brown, R.C., Woodhead, J.S., Weeks, I. & Smith, K."	1992	"Journal of Photochemistry and Photobiology B:  Biology 1992, 12, 193-201"	"acridinium ester, chemiluminescence, imidoester, immunoassay, labelled antibodies, luminometry"	Item	sites/articleArch/Shared Documents
JUrol_2008_179_1587_1592_Deras_et_al_PCA3_urine_assay.pdf	PCA3: A Molecular Urine Assay for Predicting Prostate Biopsy Outcome	PCA3: A Molecular Urine Assay for Predicting Prostate Biopsy Outcome	"Deras, ,.L.; Aubin, S.M., Blase, A., Day, J.R., Koo, S., Partin, A.W., Ellis, W.J., Marks, L.S., Fradet, Y., Rittenhouse, H. & Groskopf, J.*"	2008	"Journal of Urology 2008, 179, 1587-1592"	"prostate; prostatic neoplasms; prostate cancer antigen 3, human; tumor markers, biological; diagnosis"	Item	sites/articleArch/Shared Documents
JUrol_2008_179_1804_1810_Nakanishi_et_al_PCA3_urine_assay.pdf	PCA3 Molecular Urine Assay Correlates With Prostate Cancer Tumor Volume: Implication in Selecting Candidates for Active Surveillance	PCA3 Molecular Urine Assay Correlates With Prostate Cancer Tumor Volume: Implication in Selecting Candidates for Active Surveillance	"Nakanishi, H., Groskopf, J., Fritsche, H.A., Bhadkamkar, V., Blase, A., Kumar, S.V., Davis, J.W., Troncoso, P., Rittenhouse, H. & Babaian, R.J.*"	2008	"Journal of Urology 2008, 179, 1804-1810"	"genes, neoplasm; prostatic neoplasms; prostate-specific antigen"	Item	sites/articleArch/Shared Documents
JUrol_2008_180_1975_1979_Whitman_et_al_PCA3_score.pdf	PCA3 Score Before Radical Prostatectomy Predicts Extracapsular Extension and Tumor Volume	PCA3 Score Before Radical Prostatectomy Predicts Extracapsular Extension and Tumor Volume	"Whitman, E.J., Groskopf, J., Ali, A., Chen, Y., Blase, A., Furusato, B., Petrovics, G., Ibrahim, M., Elsamanoudi, S., Cullen, J., Sesterhenn, I.A., Brassell, S., Rittenhouse, H., Srivastava, S. & McLeod, D.G.*"	2008	"Journal of Urology 2008, 180, 1975-1979"	"prostate; prostatic neoplasms; urine; tumor marker, biological; gene expression"	Item	sites/articleArch/Shared Documents
JUrology_2008_179_1587_1592_Deras_et_al_PCA3_molecular_urine_assay.pdf	PCA3: A Molecular Urine Assay for Predicting Prostate Biopsy Outcome 	PCA3: A Molecular Urine Assay for Predicting Prostate Biopsy Outcome	"Deras, I.L., Aubin, S.M., Blase, A., Day, J.R., Koo, S., Partin, A.W., Ellis, W.J., Marks, L.S., Fradet, Y., Rittenhouse, H. & Groskopf J.*"	2008	"Journal of Urology 2008, 179, 1587-1592"	"prostate; prostatic neoplasms; prostate cancer antigen 3, human; tumor markers, biological; diagnosis"	Item	sites/articleArch/Shared Documents
JUrology_2010_184_1947_1952_Aubin_et_al_PCA3_molecular_urine_test.pdf	PCA3 Molecular Urine Test for Predicting Repeat Prostate Biopsy Outcome in Populations at Risk: Validation in the Placebo Arm of the Dutasteride REDUCE Trial	PCA3 Molecular Urine Test for Predicting Repeat Prostate Biopsy Outcome in Populations at Risk: Validation in the Placebo Arm of the Dutasteride REDUCE Trial	"Aubin, S.M., Reid, J., Sarno, M.J., Blase, A., Aussie, J., Rittenhouse, H., Rittmaster, R., Andriole, G.L. & Groskopf, J.*
"	2010	"Journal of Urology 2010, 184, 1947-1952"	"prostate cancer antigen 3, human; prostate-specific antigen;
prostatic neoplasms; ROC curve; logistic models"	Item	sites/articleArch/Shared Documents
JVirolMethods_2002_v102_pp139_155_Linnen_et_al_HIV1_HCV_variants.pdf	Sensitive detection of genetic variants of HIV-1 and HCV with an HIV-1/HCV assay based on transcription-mediated amplification	Sensitive detection of genetic variants of HIV-1 and HCV with an HIV-1/HCV assay based on transcription-mediated amplification	"Linnen, J.M.,* Gilker, J.M., Menez, A., Vaughn, A., Broulik, A., Dockter, J., Gillotte-Taylor, K., Greenbaum, K., Kolk, D.P., Mimms, L.T. & Giachetti, C."	2002	"Journal of Virological Methods 2002, 102, 139–155"	HIV-1; HCV; Nucleic acid testing; Transcription-mediated amplification; Genotype; Sensitivity	Item	sites/articleArch/Shared Documents
JVirolMethods_2009_159_10_14_Nugent_et_al_qual_HIV1_assay.pdf	Detection of HIV-1 in alternative specimen types using the APTIMA® HIV-1 RNA Qualitative Assay	Detection of HIV-1 in alternative specimen types using the APTIMA® HIV-1 RNA Qualitative Assay	"Nugent, C.T.,* Dockter, J., Bernatas, J.J., Hecht, R., Smith, D., Delwart, E., Pilcher, C., Richman, D., Busch, M. & Giachetti,C."	2009	"Journal of Virological Methods 2009, 159, 10-14"	"RNA detection, HIV-1, Dried blood spots"	Item	sites/articleArch/Shared Documents
Leukemia_2002_v16_pp393_399_Langabeer_et_al_TMA_BCR_ABL.pdf	Transcription-mediated amplification and hybridisation protection assay to determine BCR-ABL transcript levels in patients with chronic myeloid leukaemia	Transcription-mediated amplification and hybridisation protection assay to determine BCR-ABL transcript levels in patients with chronic myeloid leukaemia	"Langabeer, S.E., Gale, R.E.,* Harvey, R.C., Cook, R.W., Mackinnon, S. & Linch, D.C."	2002	"Leukemia 2002, 16, 393-399"	CML; BCR-ABL; ABL; TMA; HPA; diagnosis	Item	sites/articleArch/Shared Documents
LuminescenceImmunologyMolecularApplications_1990_pp293_309_Nelson_et_al_Homogen_Heterogen_Chemilum_Detection.pdf	Homogeneous and Heterogeneous Chemiluminescent DNA Probe• Based Assay Formats for the Rapid and Sensitive Detection of Target Nucleic Acids	Homogeneous and Heterogeneous Chemiluminescent DNA Probe• Based Assay Formats for the Rapid and Sensitive Detection of Target Nucleic Acids	"Nelson, N.C., Hammond, P.W., Wiese, W.A. & Arnold Jr., L.J."	1990	"in Luminescence Immumology and Molecular Applications, van Dyke, K. & van Dyke, R. (Eds.), pp. 293-309, 1990, CRC Press, Boca Raton, FL"		Item	sites/articleArch/Shared Documents
MLO_2004_pp10_17_Paillard_and_Hill_direct_nucleic_acid_tests.pdf	"Direct nucleic acid diagnostic tests for bacterial infectious diseases: streptococcal pharyngitis, pulmonary tuberculosis, vaginitis, chlamydial and gonococcal infections "	"Direct nucleic acid diagnostic tests for bacterial infectious diseases: streptococcal pharyngitis, pulmonary tuberculosis, vaginitis, chlamydial and gonococcal infections"	"Paillard, F. & Hill, C.S."	2004	"Medical Laboratory Observer 2004, 10-17"		Item	sites/articleArch/Shared Documents
MolCancer_2009_8_17_Siva_et_al_prostate_cancer_microRNAs.pdf	Molecular assays for the detection of microRNAs in prostate cancer	Molecular assays for the detection of microRNAs in prostate cancer	"Siva, A.C., Nelson, L.J., Fleischer, C.L., Majlessi, M., Becker, M.M., Vessella, R.L. & Reynolds, M.A.*"	2009	"Molecular Cancer 2009, 8, 17"		Item	sites/articleArch/Shared Documents
MolCancer_2010_9_174_Jost_et_al_detect_prostate_tumor_in_peripheral_blood.pdf	Molecular assays for the detection of prostate tumor derived nucleic acids in peripheral blood	Molecular assays for the detection of prostate tumor derived nucleic acids in peripheral blood	"Jost, M., Day, J.R., Slaughter, R., Koreckij, T.D., Gonzales, D., Kinnunen, M., Groskopf, J., Rittenhouse, H.G., Vessella, R.L. & Reynolds, M.A.*"	2010	"Molecular Cancer 2010, 9:174"		Item	sites/articleArch/Shared Documents
MolecularLaboratoryMedicine_1997_pp113_123_McDonough_et_al_Application_TMA_Detection.pdf	Application of Transcription-Mediated Amplification to Detection of Nucleic Acids from Clinically Relevant Organisms	Application of Transcription-Mediated Amplification to Detection of Nucleic Acids from Clinically Relevant Organisms	"McDonough, S.H., Bott, M.A. & Giachetti, C."	1997	"in Molecular and Laboratory Medicine Series:  Nucleic acid amplification technologies:  Application to disease diagnosis, Lee, H.H., Morse, S.A. & Olsvik, Ø. (Eds.) pp. 113-123, 1997, Eaton Publishing Co., Natick, MA"		Item	sites/articleArch/Shared Documents
NEJM_2005_353_460_467_Busch_et_al_West_Nile_Virus_screening.pdf	Screening the Blood Supply for West Nile Virus RNA by Nucleic Acid Amplification Testing	Screening the Blood Supply for West Nile Virus RNA by Nucleic Acid Amplification Testing	"Busch, M.P., Caglioti, S., Robertson, E.F., McAuley, J.D., Tobler, L.H., Kamel, H., Linnen, J.M., Shyamala, V., Tomasulo, P. & Kleinman, S.H."	2005	"New England Journal of Medicine 2005, 353, 460-467"		Item	sites/articleArch/Shared Documents
NonisotopicDNAProbeTechniques_1992_pp275_310_Nelson_et_al_Detect_AE_Chemilumin.pdf	Detection of Acridinium Esters by Chemiluminescence	Detection of Acridinium Esters by Chemiluminescence	"Nelson, N.C., Reynolds, M.A. & Arnold Jr., L.J."	1992	"in Nonisotopic DNA Probe Techniques, Kricka, L. J. (Ed.), pp. 275-310, 1992, Academic Press, San Diego, CA"		Item	sites/articleArch/Shared Documents
NonisotopicProbingBlottingSequencing_1995_pp391_428_Nelson_et_al_Detect_AE_Chemilumin.pdf	Detection of Acridinium Esters by Chemiluminescence	Detection of Acridinium Esters by Chemiluminescence	"Nelson, N.C., Reynolds, M.A. & Arnold Jr., L.J."	1995	"in Nonisotopic Probing, Blotting, and Sequencing, Kricka, L.J. (Ed.), pp. 391-428, 1995, Academic Press, San Diego, CA"		Item	sites/articleArch/Shared Documents
NonradioactiveAnalysisBiomolecules_2000_pp374_380_Brentano_and_McDonough_Isothermal_Amplification_RNA_by_TMA.pdf	Isothermal Amplification of RNA by Transcription-Mediated Amplification (TMA)	Isothermal Amplification of RNA by Transcription-Mediated Amplification (TMA)	"Brentano, S.T. & McDonough, S.H.*"	2000	"in Nonradioactive Analysis of Biomolecules, Kessler, C. (Ed.), pp. 374-380, 2000, Springer-Verlag, New York, NY"		Item	sites/articleArch/Shared Documents
NucleicAcidsRes_1996_v24_pp4998_5003_Nelson_et_al_AE_linker_sites.pdf	Detection of all single-base mismatches in solution by chemiluminescence	Detection of all single-base mismatches in solution by chemiluminescence	"Nelson, N.C.,* Hannond, P.W., Matsuda, E., Goud, A.A. & Becker, M.M."	1996	"Nucleic Acids Research 1996, 24, 4998-5003"		Item	sites/articleArch/Shared Documents
NucleicAcidsRes_1998_v26_pp1996_2000_Mazumder_et_al_AE_Cot.pdf	A high throughput method to investigate oligodeoxyribonucleotide hybridization kinetics and thermodynamics 	A high throughput method to investigate oligodeoxyribonucleotide hybridization kinetics and thermodynamics	"Mazumder, A., Majlessi, M. & Becker, M.M.*"	1998	"Nucleic Acids Research 1998, 26, 1996-2000"		Item	sites/articleArch/Shared Documents
NucleicAcidsRes_1998_v26_pp2224_2229_Majlessi_et_al_2OMe_hyb_to_RNA.pdf	Advantages of 2'-O-methyl oligoribonucleotide probes for detecting RNA targets	Advantages of 2'-O-methyl oligoribonucleotide probes for detecting RNA targets	"Majlessi, M., Nelson, N.C. & Becker, M.M.*"	1998	"Nucleic Acids Research 1998, 26, 2224-2229"		Item	sites/articleArch/Shared Documents
NucleicAcidsRes_2008_36_2981_2989_Majlessi_and_Becker_nucleic_acid_nucleation.pdf	Formation of the double helix: a mutational study	Formation of the double helix: a mutational study	"Majlessi, M. & Becker, M.M.*"	2008	"Nucleic Acids Research 2008, 36, 2981-2989"		Item	sites/articleArch/Shared Documents
OrgBiomolChem_2009_v7_pp386_394_Brown_et_al_HICS_probes.pdf	Development and application of a novel acridinium ester for use as a chemiluminescent emitter in nucleic acid hybridisation assays using chemiluminescence quenching 	Development and application of a novel acridinium ester for use as a chemiluminescent emitter in nucleic acid hybridisation assays using chemiluminescence quenching	"Brown, R.C., Li, Z., Rutter, A.J., Mu, X., Weeks, O.H., Smith, K. & Weeks, I.*"	2009	"Organic & Biomolecular Chemistry 2009, 7, 386-394"		Item	sites/articleArch/Shared Documents
Proc UK_NEQAS_Meeting_1998_v3_pp172_179_Nelson_HPA.pdf	"Rapid, non-isotopic DNA probe assays for the detection of infectious disease, cancer and genetic disease"	"Rapid, non-isotopic DNA probe assays for the detection of infectious disease, cancer and genetic disease"	"Nelson, N.C.*"	1998	"Proceedings of the United Kingdom National External Quality Assessment Service Meeting 1998, 3, 172-179"		Item	sites/articleArch/Shared Documents
Prostate_2007_67_881_887_vanGils_et_al_molecular_PCA3_diagnostics.pdf	Molecular PCA3Diagnostics on Prostatic Fluid	Molecular PCA3Diagnostics on Prostatic Fluid	"van Gils, M.P.M.Q., Cornel, E.B., Hessels, D., Peelen, W.P., Witjes, J.A., Mulders, P.F.A., Rittenhouse, H.G. & Schalken, J.A.*"	2007	"The Prostate 2007, 67, 881-887"	"prostate cancer antigen 3; human; prostatic neoplasms; diagnosis;
prostatic fluid; urine"	Item	sites/articleArch/Shared Documents
Science_2011_v334_pp814_817_Simmons_et_al_failure_to_cnfirm_XMRV.pdf	Failure to Confirm XMRV/MLVs in the Blood of Patients with Chronic Fatigue Syndrome: A Multi-Laboratory Study	Failure to Confirm XMRV/MLVs in the Blood of Patients with Chronic Fatigue Syndrome: A Multi-Laboratory Study	"Simmons, G., Glynn, S.A., Komaroff, A.L., Mikovits, J.A., Tobler, L.H., Hackett Jr., J., Tang, N., Switzer, W.M., Heneine, W., Hewlett, I.K., Zhao, J., Lo, S.-C., Alter, H.J., Linnen, J.M., Gao, K., Coffin, J.M., Kearney, M.F., Ruscetti, F.W., Pfost, M.A., Bethel, J., Kleinman, S., Holmberg, J.A. & Busch, M.P.* for the Blood XMRV Scientific Research Working Group (SRWG)"	2011	"Science 2011, 334, 814-817"		Item	sites/articleArch/Shared Documents
